tk,ret,pkr,mul,dd,pass,spy
HASI,-0.123,0.146,-0.716,-0.752,True,1.072440009303707
IEP,-0.676,0.172,-0.737,-0.775,False,0.8939588917373562
TNGX,6.501,7.59,-0.713,-0.915,False,0.7152398286710651
REZI,-0.024,0.395,-0.551,-0.56,True,0.8038550464912124
SYNA,-0.208,0.0,-0.732,-0.732,True,0.9068989246256576
KNSA,3.526,3.602,-0.249,-0.388,True,1.1090685719559783
BOOT,1.071,1.656,-0.343,-0.606,False,0.9486150673233658
KTB,0.639,0.789,-0.462,-0.507,True,0.9720231542881468
WSC,-0.001,0.91,-0.457,-0.715,True,1.108782636834599
MGY,1.079,1.678,-0.014,-0.381,True,0.8063489460020139
KBR,-0.138,0.746,-0.256,-0.574,False,0.7331253058096918
DLB,-0.361,0.161,-0.378,-0.464,True,1.1674176932502456
UCTT,1.714,1.987,-0.626,-0.704,True,0.8152785838880152
TNL,0.715,0.781,-0.336,-0.437,True,0.8158989576920381
CECO,14.991,17.63,0.0,-0.479,False,0.9772327339969007
FELE,0.353,0.408,-0.16,-0.292,True,0.8063489460020139
FULT,0.527,0.527,-0.098,-0.299,True,0.4367501935981275
WING,0.123,1.726,-0.238,-0.721,True,1.0482840373356628
SR,0.284,0.551,-0.201,-0.253,True,0.8970465635872524
VCYT,0.343,0.357,-0.656,-0.715,False,0.8083985885793605
CENX,2.752,4.996,-0.54,-0.821,False,0.8038550464912124
KRC,-0.254,0.157,-0.594,-0.649,True,0.8083985885793605
LIVN,-0.069,0.046,-0.618,-0.635,False,0.8158989576920381
COLD,-0.487,0.052,-0.692,-0.708,False,0.8939588917373562
LIF,1.123,3.107,-0.0,-0.656,False,0.7251919664215694
SKY,0.644,1.109,-0.153,-0.479,True,0.9077429187656374
WAY,-0.457,0.043,-0.561,-0.579,False,0.3619550759866952
HLNE,-0.041,1.383,-0.348,-0.623,True,0.9067423416857745
AZZ,2.914,3.182,-0.238,-0.357,True,1.044868208592217
CSW,1.238,2.518,-0.217,-0.462,True,0.9251539988181638
LBRDK,-0.789,0.163,-0.811,-0.837,True,0.8939588917373562
LBRDA,-0.783,0.162,-0.805,-0.833,True,0.8939588917373562
TENB,-0.218,0.089,-0.669,-0.696,False,0.9068989246256576
MUR,0.719,1.431,-0.097,-0.585,False,0.8038550464912124
EPAM,-0.86,0.179,-0.875,-0.894,True,0.8008788571757468
EPR,0.668,0.72,-0.229,-0.356,False,0.9077429187656374
CBT,1.03,1.634,0.0,-0.488,False,1.0688051793726707
PI,2.224,4.43,-0.073,-0.738,False,0.8158989576920381
DIOD,0.413,0.646,-0.541,-0.695,True,0.9077429187656374
NVST,-0.394,0.135,-0.671,-0.71,True,0.9229778298067113
CRC,0.953,1.629,-0.058,-0.448,False,0.8008788571757468
HHH,0.042,0.291,-0.117,-0.314,False,0.4003591307095087
IPGP,-0.42,0.106,-0.748,-0.772,True,0.9229778298067113
PJT,1.01,1.463,-0.093,-0.325,True,0.6919278004007945
CRNX,1.319,2.638,-0.043,-0.579,False,0.7227313954702346
BBWI,-0.485,0.626,-0.661,-0.792,False,1.0526802648765994
ACAD,-0.073,0.168,-0.481,-0.556,False,0.7223857372488862
CVSA,3.215,4.077,-0.351,-0.421,False,0.7092571954931832
EE,0.48,0.664,-0.483,-0.546,False,0.9803740930367866
RXO,0.922,1.018,-0.274,-0.431,False,0.3459120426413127
BMI,0.542,1.653,-0.247,-0.551,True,0.8151543709828799
ELF,1.623,6.262,-0.299,-0.773,False,0.8038550464912124
OPLN,1.217,1.366,-0.384,-0.41,True,0.8152785838880152
PFSI,0.846,2.447,-0.176,-0.498,True,0.9068989246256576
BCO,0.372,0.874,-0.356,-0.386,False,0.8151543709828799
ACLS,1.883,2.241,-0.314,-0.788,False,0.6953580442761287
HCC,3.554,5.418,-0.088,-0.455,False,0.8152785838880152
GFF,3.946,4.222,0.0,-0.354,True,0.9152764175839752
MMSI,0.257,0.996,-0.065,-0.453,False,1.0588743903614963
LAZ,0.11,0.528,-0.363,-0.442,True,0.8063489460020139
SEB,0.136,0.559,-0.376,-0.44,False,0.8063489460020139
MIR,0.137,0.889,0.0,-0.468,False,0.3619550759866952
INSW,4.617,5.499,-0.17,-0.504,False,0.839122542773342
HGTY,0.238,0.419,-0.222,-0.311,False,0.8882713706238712
TPC,3.483,4.482,-0.065,-0.409,False,0.5191388529255945
CATY,0.877,0.877,-0.252,-0.401,True,0.8023451580849241
DORM,0.338,0.64,-0.387,-0.493,True,0.8068813551466532
OLLI,-0.101,0.676,-0.547,-0.595,True,0.9091099180899882
DOCS,-0.382,1.38,-0.485,-0.783,True,0.9825319139118855
PLNT,-0.298,0.512,-0.414,-0.612,True,0.8023451580849241
CRK,1.693,4.64,-0.104,-0.642,False,0.9077429187656374
AXTI,5.831,13.793,-0.878,-0.906,True,0.919146109233246
EXLS,-0.016,0.902,-0.074,-0.513,True,0.8444963687421909
IRT,-0.198,0.115,-0.491,-0.543,True,0.8481091356595043
IRTC,-0.186,0.238,-0.726,-0.726,False,1.108782636834599
RLAY,1.362,1.625,-0.734,-0.834,False,0.7883701412459787
LUNR,1.869,5.491,-0.7,-0.719,True,0.7251919664215694
FBP,1.46,1.46,-0.115,-0.324,True,0.8023451580849241
EXTR,1.762,1.844,-0.245,-0.672,False,0.9032471620661233
VNT,-0.137,0.363,-0.501,-0.545,False,0.8008788571757468
ONDS,1.491,3.406,-0.894,-0.894,False,0.9803740930367866
DNLI,-0.519,0.453,-0.787,-0.854,False,0.9229778298067113
NAMS,0.553,0.831,-0.342,-0.44,False,0.28600448134317613
FOUR,-0.434,0.447,-0.649,-0.716,False,0.8008788571757468
CNR,3.141,6.052,-0.017,-0.521,True,0.8063489460020139
POWI,-0.026,0.263,-0.63,-0.707,True,1.0688051793726707
WSFS,0.703,0.703,-0.374,-0.412,True,0.8970465635872524
WHD,0.421,0.991,-0.106,-0.514,True,0.8083985885793605
BNL,0.058,0.065,-0.417,-0.417,True,0.7196929505274969
CALM,0.97,1.779,-0.152,-0.37,False,0.7096607194221622
POST,-0.123,0.164,-0.164,-0.282,True,0.5520332820693921
BILL,-0.783,0.912,-0.821,-0.907,False,1.0688051793726707
ANF,1.261,3.71,-0.648,-0.699,False,0.8960696934591954
ICUI,-0.196,0.132,-0.561,-0.612,True,0.9818010136316995
BFAM,-0.496,0.17,-0.616,-0.672,False,0.8008788571757468
SLG,0.136,0.62,-0.253,-0.539,False,0.4806725888833032
MWA,0.734,1.091,-0.344,-0.413,True,0.8038550464912124
THO,-0.372,0.137,-0.474,-0.537,True,1.0716900389076125
BOX,0.068,0.499,-0.169,-0.446,False,0.9882074341914673
APLE,0.478,0.521,-0.132,-0.33,False,0.8038550464912124
SMG,-0.654,0.052,-0.827,-0.835,True,1.0562360821484993
MHO,1.246,1.509,-0.488,-0.515,True,0.9153754763333528
CHEF,2.253,2.279,-0.392,-0.561,False,0.8158989576920381
ABG,-0.033,0.494,-0.311,-0.424,True,0.914825446507102
BELFB,6.475,6.827,-0.082,-0.365,True,0.8804920125742404
BWIN,-0.143,0.76,-0.475,-0.702,False,0.4790408499704797
CPRX,3.829,3.839,-0.043,-0.454,True,0.9772327339969007
ITRI,0.751,1.868,-0.134,-0.436,False,0.9038164007494209
BELFA,5.618,5.842,-0.094,-0.434,True,0.8804920125742404
LBRT,1.595,2.622,-0.119,-0.588,False,0.817223650596163
MAT,-0.36,0.257,-0.363,-0.493,False,0.9032471620661233
GEF,0.286,0.299,-0.195,-0.311,True,0.7583593743470534
RCUS,0.204,0.487,-0.714,-0.808,False,0.9818010136316995
PLMR,1.021,1.656,-0.331,-0.538,False,0.8939588917373562
OLED,-0.581,0.16,-0.581,-0.639,True,0.8038550464912124
FG,-0.25,0.274,-0.443,-0.562,True,0.4685336928505044
TDS,1.389,2.059,-0.025,-0.221,False,0.495963465196392
KBH,0.643,1.36,-0.35,-0.483,True,0.8296997172338034
IDYA,1.13,1.776,-0.215,-0.692,False,1.0483914870344244
BHF,0.369,0.414,-0.165,-0.352,False,0.8008788571757468
BKD,1.17,1.3,-0.678,-0.686,False,0.6953580442761287
KAI,0.537,1.104,-0.223,-0.412,True,0.7956440481290941
AGO,0.561,0.8,-0.162,-0.302,True,0.9183491458907984
LASR,1.51,2.184,-0.759,-0.825,False,0.8939588917373562
PLUG,-0.894,0.786,-0.972,-0.984,False,0.919146109233246
YETI,-0.444,0.217,-0.696,-0.75,True,0.9486150673233658
PII,-0.448,0.049,-0.741,-0.753,False,0.914825446507102
GNW,1.885,1.885,-0.042,-0.266,True,1.108782636834599
LBTYK,-0.264,0.063,-0.426,-0.46,False,0.9229778298067113
BEAM,-0.064,0.965,-0.594,-0.793,False,0.9818010136316995
LBTYA,-0.223,0.067,-0.465,-0.498,False,0.9229778298067113
KFY,-0.02,0.106,-0.391,-0.449,True,0.7672503854394792
BKU,0.428,0.486,-0.568,-0.632,True,0.8063489460020139
WRBY,0.865,0.926,0.0,-0.423,False,0.3365989385833634
AVNT,-0.023,0.428,-0.328,-0.529,True,1.0979161861708495
PVH,-0.324,0.25,-0.603,-0.636,False,0.8872970929303667
PAY,0.97,2.088,-0.457,-0.493,True,0.9002582425274663
GPI,0.774,2.013,-0.142,-0.411,True,0.8038550464912124
UWMC,-0.549,0.616,-0.59,-0.746,False,0.9486150673233658
PPLI,-0.679,0.0,-0.78,-0.78,False,1.0441306949630862
SMR,3.856,24.565,-0.081,-0.829,False,0.7756737241680982
CNK,1.15,1.398,-0.444,-0.622,False,0.8008788571757468
AMBA,-0.082,1.252,-0.587,-0.817,False,0.8932411584377942
JOE,0.412,0.666,-0.306,-0.484,True,0.9153754763333528
CLSK,-0.294,0.212,-0.908,-0.92,False,0.9077429187656374
SEDG,-0.804,0.286,-0.963,-0.972,True,0.8152785838880152
FA,0.434,0.541,-0.321,-0.559,False,1.0091503166815707
ADPT,-0.389,0.158,-0.936,-0.945,False,0.9229778298067113
PENG,1.457,1.714,-0.549,-0.654,True,0.8406459778808295
TDC,-0.118,0.507,-0.509,-0.674,False,0.8939588917373562
LEU,1.226,4.834,-0.751,-0.751,True,0.6999299130160765
NVTS,2.027,4.822,-0.706,-0.852,False,0.9803740930367866
PRVA,0.118,0.787,-0.331,-0.626,False,1.011249835382936
RHI,-0.598,0.266,-0.739,-0.794,True,0.8152785838880152
NHC,1.165,1.165,-0.055,-0.131,True,0.3365989385833634
TDW,2.335,4.414,-0.103,-0.703,False,0.9818010136316995
NSIT,0.13,1.125,-0.392,-0.714,True,0.7012401685308081
VAC,-0.183,0.216,-0.641,-0.705,False,0.8152785838880152
AVA,0.146,0.2,-0.235,-0.287,True,0.8957651064345447
OPCH,0.051,0.828,-0.168,-0.467,False,1.038208998303285
QTWO,-0.485,0.138,-0.786,-0.807,False,0.9077429187656374
CCC,-0.363,0.58,-0.501,-0.684,False,0.9183491458907984
ICHR,1.444,1.455,-0.693,-0.718,True,0.8152785838880152
BATRK,0.228,0.235,-0.142,-0.187,False,0.4367501935981275
VECO,2.191,2.757,-0.225,-0.642,False,0.9235790984689998
BATRA,0.279,0.279,-0.12,-0.166,False,0.4367501935981275
RARE,-0.72,0.0,-0.84,-0.84,False,0.9229778298067113
GRBK,2.222,2.432,-0.283,-0.451,True,0.8063489460020139
RNG,-0.894,0.0,-0.944,-0.944,False,1.108782636834599
CALY,-0.45,0.1,-0.836,-0.851,False,0.9129008781490326
FLNC,-0.159,0.476,-0.835,-0.884,False,0.9089028022795187
ARQT,0.886,1.277,-0.048,-0.375,False,0.35157231283303414
AWR,0.005,0.036,-0.241,-0.267,True,0.8794898466917025
PTEN,0.077,1.182,-0.366,-0.709,False,0.7196929505274969
DK,1.602,1.602,-0.461,-0.636,False,0.8939588917373562
COLM,-0.331,0.036,-0.494,-0.512,False,0.8038550464912124
ADEA,3.045,3.237,-0.308,-0.384,False,0.9229778298067113
CWK,-0.242,0.267,-0.643,-0.718,False,0.8008788571757468
SIG,0.201,0.515,-0.35,-0.571,False,0.8872970929303667
CARG,0.129,0.556,-0.617,-0.754,True,0.8038550464912124
OUST,2.449,2.593,-0.814,-0.834,False,0.9002582425274663
ITGR,-0.034,0.475,-0.478,-0.561,True,0.8083985885793605
ARCB,1.157,1.672,-0.131,-0.624,True,0.8008788571757468
KN,1.499,1.64,-0.213,-0.38,True,0.5286721966646131
GPK,-0.45,0.509,-0.543,-0.697,True,0.8964042922773103
AGYS,0.96,1.551,-0.417,-0.561,False,0.8083985885793605
ALGT,-0.442,0.038,-0.83,-0.836,False,0.9229778298067113
RUN,-0.729,0.213,-0.883,-0.903,False,0.8038550464912124
ATRO,6.399,7.478,-0.409,-0.447,False,0.8315599450373334
PFS,0.237,0.237,-0.389,-0.436,True,0.9129008781490326
BHE,3.252,3.416,-0.122,-0.367,True,0.9068989246256576
ARLP,4.108,5.091,0.0,-0.291,True,0.8008788571757468
HP,0.218,0.825,-0.425,-0.685,False,0.7593415054023893
PARR,2.745,3.408,-0.247,-0.697,False,0.8038550464912124
CRGY,-0.261,0.218,-0.464,-0.559,False,0.9772327339969007
NTCT,0.265,0.283,-0.48,-0.534,False,0.7012401685308081
MGNI,-0.585,0.068,-0.882,-0.889,False,1.0979161861708495
CLDX,0.864,1.852,-0.233,-0.731,False,1.0200057525374278
GPOR,1.267,2.05,-0.167,-0.432,False,0.9077429187656374
EEFT,-0.415,0.136,-0.504,-0.564,False,0.8063489460020139
EXPO,-0.44,0.109,-0.499,-0.548,True,0.8008788571757468
DBRG,-0.387,0.306,-0.737,-0.798,False,0.9129008781490326
BKV,0.276,0.508,-0.254,-0.4,False,0.27276108602901417
USLM,2.83,4.669,-0.27,-0.459,True,0.817223650596163
MMS,-0.307,0.261,-0.323,-0.451,True,0.8038550464912124
APAM,0.002,0.298,-0.435,-0.472,True,0.9153754763333528
CPK,0.161,0.294,-0.228,-0.387,True,0.9235790984689998
KALU,0.861,0.971,-0.514,-0.558,False,0.8068813551466532
HWKN,2.99,4.311,-0.084,-0.348,True,0.8083985885793605
DBD,1.319,1.471,0.0,-0.258,False,0.469963978132097
ASO,0.23,0.91,-0.307,-0.542,True,0.8932411584377942
SHOO,0.236,0.416,-0.437,-0.602,False,1.02595636660012
WK,-0.634,0.16,-0.681,-0.725,False,0.8063489460020139
SPNT,1.26,1.284,-0.604,-0.63,True,1.0699264163248094
TARS,1.119,1.872,-0.614,-0.713,False,0.9301268199814903
PK,0.154,0.183,-0.389,-0.474,False,0.8008788571757468
VC,-0.217,0.343,-0.475,-0.609,True,0.9348875943452808
BSM,1.178,1.403,-0.032,-0.255,True,0.8063489460020139
FSLY,1.121,2.829,-0.429,-0.8,False,1.079143048901234
TR,0.417,0.582,-0.126,-0.364,True,0.8008788571757468
RUM,-0.114,1.296,-0.522,-0.713,False,0.7251919664215694
PENN,-0.701,0.181,-0.836,-0.861,True,0.8038550464912124
GRND,2.083,3.859,-0.006,-0.602,False,0.7251919664215694
TRN,0.364,0.505,-0.267,-0.396,True,0.8110679511360217
PATK,0.717,1.909,-0.464,-0.546,True,1.108782636834599
DAN,0.262,0.867,-0.646,-0.673,True,0.817223650596163
OSW,1.882,1.893,-0.31,-0.45,False,0.8008788571757468
HUBG,0.464,0.711,-0.025,-0.408,True,0.8008788571757468
DKL,0.998,1.081,-0.038,-0.366,True,0.8038550464912124
VISN,1.767,1.882,-0.905,-0.909,False,1.1090685719559783
NMRK,0.23,0.545,-0.603,-0.719,True,0.8023451580849241
COHU,0.503,0.607,-0.71,-0.735,False,1.108782636834599
KWR,-0.338,0.063,-0.609,-0.632,True,0.8038550464912124
AEO,-0.404,0.13,-0.695,-0.73,False,0.9020247621431718
BTU,0.202,1.133,-0.451,-0.668,True,0.8970465635872524
MPT,-0.645,0.256,-0.805,-0.845,True,0.8023451580849241
UTI,5.756,5.756,-0.231,-0.512,False,0.8063489460020139
CC,-0.288,0.378,-0.675,-0.764,True,0.817223650596163
HLIO,0.176,0.541,-0.644,-0.769,True,0.9301268199814903
BRZE,-0.538,0.204,-0.682,-0.736,False,0.7352210319014669
SAH,0.69,0.767,-0.355,-0.38,True,0.8083985885793605
RDW,3.569,8.885,-0.08,-0.803,False,0.8852434854107127
IMNM,1.717,2.41,0.0,-0.336,False,0.29549142617085744
WOR,0.841,1.267,-0.245,-0.424,True,0.831848511046883
ESTA,0.224,0.224,-0.703,-0.743,False,0.817223650596163
CLOV,-0.249,0.053,-0.913,-0.918,False,0.6995295486826165
WLY,0.171,0.171,-0.345,-0.36,False,0.2505226277659509
FRPT,-0.678,0.048,-0.777,-0.787,False,0.9235790984689998
BCC,1.161,3.306,0.0,-0.565,True,1.072440009303707
KMT,0.119,0.432,-0.438,-0.534,False,1.100553400725611
ABM,0.057,0.342,-0.171,-0.344,False,0.8519576798191459
NGVT,-0.146,0.068,-0.648,-0.671,True,0.8083985885793605
AVPT,0.404,1.453,0.0,-0.55,False,0.47042532339479326
WTTR,2.836,3.044,-0.09,-0.507,False,0.8152785838880152
PTON,-0.933,0.451,-0.967,-0.977,True,0.8939588917373562
LCII,-0.148,0.287,-0.406,-0.472,True,0.9235790984689998
DXPE,5.011,5.576,-0.195,-0.33,True,0.7032834595880286
NTLA,-0.638,0.507,-0.868,-0.912,False,0.9068989246256576
DRVN,-0.46,0.318,-0.606,-0.701,True,0.9183491458907984
XRAY,-0.795,0.036,-0.822,-0.828,True,0.8038550464912124
BLBD,2.419,2.472,-0.676,-0.709,False,0.7902786905653632
ALRM,-0.463,0.0,-0.533,-0.533,True,0.8038550464912124
WHR,-0.765,0.104,-0.788,-0.808,True,0.8299517463157762
TMDX,1.118,4.497,-0.607,-0.678,False,0.8008788571757468
CALX,-0.327,0.354,-0.497,-0.628,False,1.0100278390020954
DRH,0.478,0.534,-0.246,-0.379,False,0.8038550464912124
AXGN,0.873,0.966,-0.846,-0.846,False,0.9077429187656374
SKWD,0.95,1.13,-0.028,-0.365,True,0.7756737241680982
PGNY,-0.187,0.184,-0.623,-0.681,True,0.9732199447206258
PAYO,0.499,1.336,-0.201,-0.614,False,1.011249835382936
VVX,0.465,0.849,-0.393,-0.432,True,0.800105771635057
CENT,-0.047,0.017,-0.396,-0.396,True,0.9077429187656374
ABCL,0.329,1.538,-0.663,-0.867,False,0.9772327339969007
CENTA,-0.111,0.0,-0.398,-0.398,True,0.9077429187656374
XIFR,-0.816,0.039,-0.878,-0.883,True,0.9591555601473982
ATKR,-0.036,1.478,-0.325,-0.728,True,0.9032471620661233
VCEL,-0.15,0.277,-0.668,-0.74,False,0.9229778298067113
LMAT,0.789,1.122,-0.32,-0.343,True,0.8038550464912124
NWL,-0.7,0.069,-0.85,-0.86,True,0.817223650596163
NN,2.66,3.864,-0.249,-0.478,False,0.7618260595991446
DNOW,0.411,0.939,-0.128,-0.394,False,0.7092571954931832
ASTH,-0.435,0.354,-0.794,-0.848,True,0.6953580442761287
HCI,1.637,2.024,-0.608,-0.788,True,0.8939588917373562
SHAK,-0.367,0.582,-0.576,-0.648,False,0.8939588917373562
MTX,-0.038,0.146,-0.375,-0.425,True,0.817223650596163
ANDE,1.379,1.796,-0.17,-0.488,False,0.9229778298067113
CMPR,0.137,0.317,-0.789,-0.84,False,1.1240274319922592
RAMP,-0.206,0.206,-0.671,-0.727,False,0.8038550464912124
DAC,1.135,1.318,-0.21,-0.501,True,0.8063489460020139
AEHR,2.992,4.512,-0.679,-0.874,False,0.7950872106643616
CTOS,0.655,0.795,-0.534,-0.724,False,0.7828287502868201
FLYW,-0.293,0.334,-0.679,-0.76,False,0.8707585038041896
MCRI,1.048,1.107,-0.237,-0.418,False,0.8939588917373562
JBLU,-0.597,0.11,-0.767,-0.79,False,0.817223650596163
GRC,2.407,2.523,-0.175,-0.269,True,0.8970465635872524
OLN,-0.504,0.549,-0.564,-0.719,False,0.9153754763333528
MD,-0.183,0.099,-0.788,-0.807,False,0.8939588917373562
PRKS,-0.07,0.469,-0.413,-0.601,False,0.8008788571757468
AGIO,0.649,1.741,-0.06,-0.638,False,0.7883701412459787
SPSC,-0.465,0.977,-0.542,-0.768,False,0.8083985885793605
TALO,0.073,1.004,-0.492,-0.746,False,0.9077429187656374
DHC,3.294,3.466,-0.726,-0.726,True,0.8951288530965131
PRDO,0.099,0.254,-0.103,-0.272,True,0.3523711509989502
EZPW,5.846,5.846,-0.075,-0.359,False,1.100553400725611
CPRI,-0.676,0.237,-0.782,-0.824,True,0.817223650596163
BKE,0.729,1.352,-0.225,-0.419,True,0.8872970929303667
ZLAB,-0.37,0.583,-0.549,-0.715,False,1.0914806255069096
BFLY,-0.084,0.039,-0.919,-0.922,False,0.6993477778294597
HYMC,0.153,1.787,-0.912,-0.932,False,0.8152785838880152
HRMY,-0.312,0.164,-0.633,-0.685,False,0.9254520008448179
NMM,1.65,1.858,-0.29,-0.537,True,0.7856647822457816
INTA,0.194,2.359,-0.132,-0.742,False,1.0483914870344244
ADMA,2.861,9.991,0.0,-0.69,False,0.8707585038041896
OCUL,-0.403,0.024,-0.869,-0.872,False,0.9229778298067113
PEB,-0.162,0.159,-0.654,-0.701,False,0.8083985885793605
QUBT,13.138,37.501,-0.01,-0.824,False,0.3361462629987768
PLGO,0.295,0.295,-0.273,-0.299,False,0.27337935352586684
DEI,-0.449,0.02,-0.613,-0.62,True,0.9183491458907984
RXRX,-0.628,0.607,-0.712,-0.821,False,0.9100519882658946
NTST,0.338,0.357,-0.233,-0.233,False,0.6971649535617064
MNR,-0.115,0.057,-0.31,-0.347,True,0.4065598090233251
SHO,0.123,0.189,-0.26,-0.367,False,0.8152785838880152
ALG,0.175,0.633,-0.242,-0.363,True,0.8152785838880152
VERX,-0.327,2.169,-0.484,-0.821,False,0.9486150673233658
AVAH,0.881,1.18,-0.219,-0.394,False,0.4367501935981275
NEOG,-0.462,0.377,-0.746,-0.816,False,1.0082216699270332
ATEX,1.017,1.017,-0.665,-0.696,False,0.7723806986817616
TGLS,2.063,4.717,-0.044,-0.568,True,0.8939588917373562
STC,0.384,0.544,-0.342,-0.535,True,0.8063489460020139
OMCL,-0.724,0.207,-0.838,-0.866,False,0.8008788571757468
WOLF,1.016,2.326,-0.33,-0.582,False,0.8144515382869357
IMAX,1.45,1.727,-0.261,-0.442,False,0.8151543709828799
NWN,0.19,0.35,-0.226,-0.319,False,0.839122542773342
SEM,-0.516,0.146,-0.661,-0.704,True,0.8038550464912124
WGS,1.469,4.768,-0.957,-0.957,False,0.9803740930367866
IOSP,0.022,0.578,-0.186,-0.484,True,0.8152785838880152
ALKT,0.254,1.828,-0.263,-0.654,False,0.9002582425274663
SRPT,-0.768,1.086,-0.848,-0.927,False,0.8152785838880152
STOK,1.469,1.894,-0.555,-0.576,False,0.31798203026120775
NEXT,0.966,2.117,-0.455,-0.6,False,0.7133130548182629
FCEL,-0.941,0.542,-0.993,-0.996,False,1.0874880314551407
NVCR,-0.894,0.513,-0.933,-0.956,False,1.0979161861708495
AMR,1.807,6.886,-0.24,-0.775,False,0.6953580442761287
